症状,草药
197,528 582 642 657 720 947 982 1062 1163
335,395 396 521 528 657 720 982 1062 1150 1163
214,528 842 1194
178,477 608 758 787 869 1076 1144
178,477 608 758 787 869 1076 1144
317,637 656 661 662 841 941 951 1039
358,558 559 838 1191
254,427 449 528 720 1019 1168
167 308,445 509 559 685 1000 1088 1144
161 211,408 442 947 1093 1148
139 314,422 549 581 637 642 810 947 982
344,465 473 497 601 662 951 1093
341,514 528 540 776
27,425 528 549 662 731 813 947
325,425 771 1050 1084 1102 1184
341,528 537 565 572 764 813 947 1093 1124 1151 1188
167,585 689 751 761 809 1000 1132 1175
353,689 702 809 855 1039 1047 1088 1175
114,473 585 662 689 809 816 1019 1039 1047 1088 1091 1132 1175
40,565 582 637 685 809 1039 1047 1088
247,559 585 809 1039 1047 1175
239,468 598 692 1137
247,435 585 809 1047 1175
208,559 585 685 874 998 1029
227,404 443 507 559 585 685 689 838 998 1029 1039
92 211 245,488 838 998 1194
208,445 497 528 585 633 662 689 706 732 809 816 897 951 1007 1039 1102 1175
335,582 637 642 1144 1159
41 155 341,425 528 572 672 771 813 1143
341,419 646 672 776 813 914 946 1026 1099 1119
341,558 671 672 813 947 1179
341,419 528 549 672 801 946 1026 1099 1143 1188
194,444 585 838 1047 1175
293,440 510 607 637 998 1096
40 155 211,445 528 590 591 662 1088 1175
76,425 494 528 813 947 1067
34,425 528 668 813 853 947 1054
262,422 473 528 565 706 813 1088 1109
335,425 528 572 813 947 951 1200
178 211 378,422 425 428 528 637 764 813 882 947 1136 1184
184 305,422 528 549 582 771 823 1107 1143
205,473 559 608 750 808 825 1017 1196
155 305,393 425 528 637 642 650 725 1143
178 211,449 528 532 574 759 812 1112
224 305,393 473 478 528 813 833 985 1143
155 178 341 357,425 449 528 549 731 813 947 1067 1093
341,458 533 631
200,458 533 674 811
359,422 425 497 591 662 689 789 951 1093 1144
139 314,425 637 813 947 985 1093
200 341,1039 1047
358,404 435 558 967 1039 1047 1086 1175
358,561 809 1039 1091 1175
66,435 558 561 585 809 1039 1047 1088 1091
178,423 443 445 788 869 951 973 1199
247,435 585 809 1047 1175
359,425 473 528 537 565 572 637 813 947 951 1124 1136 1143 1170 1194
14 23 359,528 537 572 637 813 833 1124 1170 1194
194,444 585 838 1047 1175
155,488 528 607 642 998 1194
359,478 813 897 947 951 1150 1182 1188
341,449 528 537 572 776 786 1124
40 155 211,445 528 590 591 662 1088 1175
248 335,642
99 341,419 450 528 537 786 1026 1093 1124 1188
210,409 413 492 508 700 752 816 1069
53 56 144 211,425 528 532 813 947 1084
211,425 468 528 532 572 720 813 947 1002
341,409 528 632 687 759 770 1094 1104 1194
335,425 528 572 813 947 951 1200
8,510
139 308 314 341,422 425 528 637 841 1184
114 249 353,445 1103
99 335,422 425 528 637 656 668 764 809 813 833 854 947 1000 1084 1119 1144
252 261,393 435 528 585 598 642 696 809 816 1019 1039 1091 1117 1125 1175
200,528 664 725 764 790 833 914 993 1125 1135 1141
200 341,446 528 549 790 833 862 914 982 993 1074 1125 1147
358,559 561 665 685 838 1088 1191
358,435 561 585 667 1039 1088 1175
92 128 195 211,509 532 572 637 692 929 947 1184
167,440 461 632 642 813 850 944 995
141 155 341,528 786 813 823 1148
92 178 195 211,642 748 805 995 1137 1144
17 32 165 200,409 435 646 1039 1047
197,528 642 657 720 725 982 1062 1144 1163
374,409 500 574 612 632 663 687 855 1000 1094
178 211,428 528 572 599 720 759 812 882 1050 1084 1144 1194
359,478 813 897 947 951 1150 1182 1188
46,569
133,1039 1102
155,445
111,1088 1170
200 341,673
291,440 498 564 565 572 813 944 951 1148 1150
335,572 813 1093
122 190,528 572 722 813 947 1148 1150
56,390 425 633 642 748 813 947 1067 1144
9,607 702 732 813 1148
305,528 558 813 833 1148 1194
327,408 425 449 551 642 748 813 947 1067 1093 1144 1159
211,528 572 748 813 947
8,510
137 335,528 558 633 813 824
27,425 449 637 642 701 748 787 813 947 1144 1159
172,528 600 686 772 813 823 956 982 1132 1148
37 341,411 528 637 813 1109 1148
178 341,408 425 528 813 1144 1148 1159
19,759 813 853 947 1093
362,413 528 537 701 702 758 813 823 873 907 1069 1124
211,425 528 572 813 951
339,419 498 626 705 813 828 841
141,449 480 748 813 859 1067 1093
211 305,408 611 813 1093
341,813 1144
161,419 442 620 642 743 776 786 813 819 914 1093 1188
341,528 537 672 758 813 1124 1143
353,528 565 572 732 813 951 1148
223 341,503 607 702 732 794 813 831 841 850 941 1134 1148
50,406 473 565 632 813 982
19,413 422 457 528 549 582 608 637 813 947 992 1002 1069
139 314,422 425 637 646 732 764 850 947
139 314,422 425 528 637 650 668 764 813 854 947 1002
335,423 445 642 869 973 1088
178 341,425 813 1093
341,478 528 537 646 672 758 813 1124 1188
200 341,449 528 722 813
335,528 633 813 833 947 1143
155 305 357,449 473 528 813 947 951 1093 1136 1188
200,528 637 650 672 813 1141
155,425 528 650 672 786 813 882 924 947 985 1102 1136
178,440 449 473 813 1093 1143 1152
34 214,528 672 732 813 947 998 1136 1141 1148
19,528 813 1002
83 190 290,425 473 650 732 813 947 1148
327,408 425 449 551 642 748 813 947 1067 1093 1144 1159
172 325,528 671 732 813 855 947 998 1148
99,425 574 790 813 947 1112 1150 1188
211,449 482 528 813 947 1093 1141 1148
161 341,419 646 786 813
23,528 572 637 650 732 813 833 947 1148 1188
5,419 449 513 748 813 947 1067 1079
335,528 572 637 642 813 951
211,425 528 572 813 951
99,419 450 551 813 947 1132 1150 1188
19,408 425 449 528 572 574 813 951 1093 1112
341,537 786 813 947 1124 1136
92,528 577 748 813 1093 1094 1144
211,449 813 947 1067
229,419 425 438 461 473 637 650 705 788 813 982 1170 1199
141,702 813 914 982 1136 1148
155 197,528 642 650 725 813 823 1007 1136
155,527 537 702 813 1007 1124 1148
167 283,702 813 823 833 947 982 1007 1132
155 305,425 528 813 1143
56,582 637 642 650 672 813 824 833 1007 1136
335,510 637 672 758 813
155 305 357,449 473 528 813 947 951 1093 1136 1188
200 211 214,709 813
341,549 813 1054 1159
358,442 528 558 564 764 813 1101
341,528 537 565 813 947 1093 1124 1159 1188
161 341,419 646 786 813
115 286,425 448 449 473 565 626 637 656 672 722 813 850 947 1035 1143
305,425 449 528 813 833 1067 1093 1136
229 289 314,574 612 841
229 289 314,564 656 985
289,558 838 888
133,747 810 1066
311,858 869 1039
210 213,876 947 1150
200,558 598 720 833 1132
341,758
247,434 443 528 541 582 637 642 752 810 816 834 973
298,461 765
341,540 668 776
248,473 1159
341,537 572 1124 1143
50 305 341,528 537 1124 1143
341,528 1143 1194
210,393 537 672 1124 1143
5 33 270,422 425 478 529 637 639 705 764 877 897 947 951 1084 1144 1150 1163
209,498 626 656 659 705 732 788 790 813 831 841 888 941 947 951 1115 1150 1199
190,425 528 794 868 1076
139 314 341,425 572 789 825 1000 1001 1017 1096
177,411 413 741 1069 1125
200,1135
372,646 833 1109
172,528 537 758 1124
50,537 1124
341,494 617 869 980 1091
305,528 620 743 786 833 1188
40 155,528 642 1143
194,558
210,442 672 725 823 982 1114 1194
214 261,393 442 528 935 982 1194
156 214,528 582 598 642 650 732 824 907
56 224,442 528 725 823 1136 1194
155,528 631 732 813 823 833 1132 1136
155 305,528 642 725 823 1132
155,425 528 646
155 305,528 573 725 823 924
305,425 449 528 537 572 813 947 1067 1124 1143
308,425 528 631 633 813 947 1093 1148
219,425 528 582 650 813 947 951
341,408 425 528 786 813 947
155 305,408 551 565 771 813 947 1093
141 335,528 558 572 607 633 637 813 947 951 1093
214,528 732 813 947 998 1136 1148
190,813 941 947 951 1093 1136 1188
184,442 528 633 725 748 813
98,528 632 732 813 833 924 935 1132
214,508 528 725 813
190,425 528 813 1093 1144
34 172 325,440 528 582 650 701 813 947 1136 1148
190,528 537 565 706 813 951 1124 1188
190 224,425 528 637 650 764 813 868 1148
190,408 528 637 650 764 813 947 1148 1159 1188
327,425 449 480 672 813 859 947 1067 1144
211 341,408 528 537 813 947 1093 1124 1159
115,425 572 661 813
211,425 449 528 813 1067 1093
335,425 528 572 574 582 612 637 650 813 947
341,419 528 537 549 646 786 813 1026 1124 1143 1148 1188
141,528 813 1148
141,425 528 572 813 1148
211,442 631 725 813 833 947 1148 1194
211,425 433 716 748 813
27,528 813 1022
172,528 631 813 823 833 935 947 1107 1148
172,480 528 813 859 947 1107 1148
23,558 813 876 982 1148
141 224,425 473 528 565 572 637 702 732 813 951
155 341,442 582 642 650 656 701 813 917 935 947 1136 1159 1199
341,425 449 478 565 572 672 786 813 947 1067 1188
155,408 813 1107 1148 1194
155 305,419 438 442 449 528 813 947 1067 1136 1148
141 335,449 528 572 637 813 1067
172 214,528 813 833 935 947 1107 1132 1148
305,408 449 528 565 813 947 1067 1093
76 335,510 637 646 813
389,508 528 702 813 833 917 1148
161 341,425 528 637 813 831 947 1052 1148 1188
341,425 449 528 565 572 786 813 947 1067
141,528 813 1107
214,425 449 528 574 637 813 947 1000 1067 1112 1148
19 155 305,408 425 528 813 868 1107 1159 1194
305,528 637 813 947 1136 1148 1194
155,528 725 813 823 947 1007 1132
341,408 528 672 776 813 947 1148
190,513 528 776 786 813 1093
335,528 565 572 637 813
19,528 813
196,813 947 1143
141 155 305 341,528 813 1148
378,413 425 528 701 813 947 1069 1136 1144
211 231,759 813
335,425 449 574 637 759 813 1067 1112
335,424 449 558 564 582 637 646 650 805 813 1067
335,424 510 637 672 758 813 998
341,442 537 801 813 1093 1124 1143
200,813
335 382,419 434 438 477 528 637 731 787 813 973 1144 1170 1188
274,528 813 947 1054
5,419 528 644 672 758 776 786 813 947 982 1143
211,425 528 572 813 947
200,813
200,528 646 813
335,574 612 813
200,813
26 389,732 813 868 917 947 1039 1175
139 314,424 440 510 528 813 831 1188
185 341,449 528 813
211 231,813
163,425 528 688 771 813 947
200 214,813 1022
50 155 305 308,408 528 637 813 947 1102 1143
172 325,408 422 425 442 528 549 672 813 947 985 1067 1102 1143 1159
305,425 528 813 1143 1194
341,528 776 813 1093
111 161 172 325 341,390 406 425 528 637 646 672 701 813 947 1000 1144 1148
34 83 141 214,425 528 582 637 650 813 947 1093 1136
40 308 341,465 591 813
40 308 341,422 528 637 813 947
200,813
5 341,765 813
141,473 528 813 824 1136 1148
341,442 488 537 776 801 813 924 935 1093 1124 1143
341,408 528 672 776 813 947 1148
190,513 528 776 786 813 1093
341,528 672 758 786 813
19,528 813
200,521 813 1141
155 341,413 442 582 637 650 656 701 813 833 917 935 947 1069 1136 1159
378,413 425 528 701 813 947 1069 1136 1144
211 231,759 813
250 254,425 477 528 558 560 574 612 813 947 1137 1179
335,425 759 813
335,424 510 637 672 758 813 998
50,549 813 833 947 1102 1143
84,813 1039
197,449 528 564 638 813 1002 1182
167,813 947 1148
214,533 813 916
9 245 254 307,449 813
223,473 813 1134
341,813
5 96,425 574 731 759 813 911
335,528 574 612 731 759 813 1084 1144 1200
341,393 442 473 528 537 672 776 786 813 833 1008 1124
264,934 1039 1100
141 148,528 564 598 1100
141 148,442 528 564 598 1100
12,558 598 599 1019 1047 1100
217,445 598 599 1047 1091 1100
305,425 528 813 1143 1194
141,1114
211,449 528 813 916
155 211 214,528 813 833 1093 1136 1148
211,449 813
155,449 813 947 1107 1148
141 155 211 305,442 813 1107 1141 1148
339,528 813
308,425 637 650 764 771 813 947 1188
341,425 528 672 813 947 1093 1159 1188
200,528 637 650 764 813 1148 1188
19 211 305,425 528 537 572 650 813 1124 1159
9,419 438 732 788 813 1000 1144 1199
389,473 528 702 732 813 855 1052 1088 1109 1148 1170 1175
34 141,393 422 433 478 494 528 572 617 637 650 656 701 764 771 789 813 825 833 985 1002 1102 1136 1143 1159 1168 1170
211 378,528 560 572 650 787 813 947 985
341,419 528 537 776 786 813 914 947 1026 1124 1159
305,422 445 572 789 808 1039 1091
178 211 335,1039 1047 1088 1091
115 229,445
83 335,522 720 1039 1047 1175 1194
172 261,528 661 758 813 897 968 1002
190,425 549 637 701 758 813 947
341,813 1188
341,401 419 442 528 560 662 720 813 935 947 1026 1182 1188
341,419 442 528 549 560 671 813 935 947 1002 1026 1188
341,419 442 549 560 813 833 935 947 1093 1148 1188
15 341,419 528 813 935 949 1026 1119
341,528 672 813
141 305 341,422 425 442 528 725 813 833 947 1093 1194
141 305 341 357,422 473 528 813 833 947 1194
214,422 528 608 637 813 1002 1054 1084 1093 1144
341,425 528 672 813 947 1093 1159 1188
19 211 305,425 528 537 572 650 813 1124 1159
9,419 438 732 788 813 1000 1144 1199
165,419 528 637 671 776 813 949 1002 1026 1148
92 161 178 211,425 477 478 528 572 637 650 759 764 813 897 947 1184
211 231,425 528 720 731 813 947 1144
357,425 813 947 1150
261,395 396 442 521 765 813 1107 1148 1194
305,425 442 528 549 650 725 813 947 1106 1148 1194
341,419 528 549 758 813
141,395 528 813
341,549 565 759 813 1067 1093
193,393 409 424 764
344,425 473 549 662 689 813 816 1007 1067 1093
50 83 124 211 305,488 514 731 813 947 1019 1093
83,408 480 505 650 701 813 859 947 1079 1093 1136
341,537 731 759 771 813 1093 1124
161,419 528 572 813 947 951 1093
111,406 425 448 498 659 790 794 813 941 1035
341,422 528 565 637 646 650 764 813 947 1093 1188
214,422 528 608 637 813 1054 1084 1093 1144
308,408 422 473 528 582 637 650 732 935 947 1093 1136 1148 1159
161 305,395 396 521 637 650 722 813 1148
141 161,637 764 813 1151 1182
190,425 549 637 701 758 813 947
141 161 305 357,478 637 650 668 764 813 1182
155 184 214,395 396 521 637 671 813 1093
357,395 528 813 836 1093 1148
184,395 396 521 528 813 1148 1194
165,419 528 637 671 776 813 949 1002 1026 1148
9,671 672 706 732 813 868 947
142 229,528 637 668 732 813 833 947 998 1150 1188
341,528 537 565 572 764 813 947 1093 1124 1151 1188
84 382,413 459 528 637 642 731 748 813 1067 1069 1144 1159
100 341,488 540 685 776 813
50 341,425 528 565 672 813 823 947 1019 1136
305,425 442 528 549 650 725 813 947 1106 1148 1194
50 261,393 422 473 492 497 528 549 662 672 720 813 951 982 1093 1102 1150
114 155 305 308 341,408 528 662 672 813 935 947 1102 1136 1159 1170
211,422 528 572 650 771 813 823 951 1102 1184
184,395 396 521 528 813 1148 1194
229,408 422 528 672 813 823 947 1102 1107 1136 1159 1170
34 245 341 357,668 671 813 1109 1148
341,490 637 671 813 860 1148
211 332 344,637 671 813 860 947 1148
341,558 637 813 1182
357,425 528 650 813
357,813
178,813 1159
335,528 572 813 947 1159
341,419 528 537 549 748 813 951 1026 1124 1159 1184
23,419 425 549 982 1026 1036
84 382,413 459 528 637 642 731 748 813 1067 1069 1144 1159
335,808 825
353,842 951
214 308 378,528 637 810
40 341,467 509 514 528 696 986 1019 1047 1088 1091
167 344,838
161,425 528 549 626 637 788 813 897 947 1148 1188 1199
341,407 419 528 642
341,442 528 549 776 813 1093
197,558 642 990 1148
305,528 558 637 642 671 725 762 935 1107 1148
93,425 473 498 565 650 662 705 790 794 813 947 951 1039 1143 1150 1170
208,442 449 528 642 650 813 1093 1136
211,425 582 633 650 748 833 947 1093 1136
305,528 633 642 650 833 1093 1136
335 378,642 764 833 1136 1159
34,393 422 425 473 528 637 701 813 868 917 1002 1109 1136 1159
83,393 419 551 813 1026 1102 1136
34 317,393 425 473 478 528 582 637 650 701 788 813 868 917 1136 1159 1199
124 341,393 528 537 549 565 672 813 1031 1093 1124 1143
34 83 341,413 419 438 478 528 637 656 701 764 813 831 947 1069 1182
190,425 528 572 637 813 947
155,408 425 480 494 528 572 813 859 947 951 1143
341,422 425 442 449 528 537 549 801 813 947 1093 1102 1124 1136 1143 1194 1200
40 167,508 528 671 813 855 917
50 155 298 305 308 341,422 425 478 528 549 572 582 637 650 672 771 813 924 947 985 1067 1093 1136 1143 1159
23,425 528 813 1144 1188
308,393 419 422 425 442 488 528 637 642 650 672 720 725 752 786 813 833 935 947 1019 1026 1136 1194
341,419 442 528 560 813 935 955 1119 1188
50 83 155 224 305,425 528 572 672 771 813 1143
115 359,422 425 528 549 572 771 813 1067 1143
50 178 211 229 275 305 359,422 425 528 549 672 771 813 1054 1143 1159
155 359,422 425 528 549 572 672 771 813 947 1143
349,408 450 528 813 947 1093 1119 1144 1159
378,408 528 672 813 833 1093 1136
214 308 378,528 637 810
378,408 528 672 813 935 1093 1136
83 211,408 450 528 549 813 947 1093 1144 1159
261,425 528 549 813 1002 1148 1188
279,422 425 566 637 650 685 771 788 813 947 1052 1067 1080 1144 1199
5 124 200 341,537 717 813 947 1093 1124
341,419 528 537 633 646 672 813 947 1026 1124 1136 1188
341,407 419 528 642
184 323,425 528 549 637 650 732 764 813 823 1148 1188
50 53,422 425 549 564 668 732 764 813 947 1148 1188
172 325,422 494 528 617 637 722 732 813 853 947 1109 1148 1188
142 214,422 425 637 705 764 813 1163
141,748 813 947 1119 1148
56,528 813
298 357,528 672 813 1143 1194
37,813 822 968
247,581 813 947
308,442 528 566 671 794 813 823 947 1136 1170
208,813 1136 1148
141 148,442 528 764 813 947 1136 1182
378,408 528 672 813 935 1093 1136
34 83 141 214,425 528 582 637 650 813 947 1093 1136
92 211 245,468 532 549 633 692 952
9,425 637 732 813 868 897 947 1084 1144
124 341,393 528 537 549 565 672 813 1031 1093 1124 1143
83 161 341,442 478 528 537 565 672 776 813 1124
341,537 673 776 813 897 1124 1135
41 155 341,425 528 572 672 771 813 1143
155,408 425 480 494 528 572 813 859 947 951 1143
246,473 528 549 560 566 574 813 823 833 911 1102 1136
161,409 425 494 528 549 617 637 813 823 833 985 1093 1136
50 155 298 305 308 341,422 425 478 528 549 572 582 637 650 672 771 813 924 947 985 1067 1093 1136 1143 1159
341,537 637 813 1124 1143 1144
99 214,425 528 813 1148
50 178 211 229 275 305 359,422 425 528 549 672 771 813 1054 1143 1159
100 262 339 357,425 528 532 564 637 813 823 985 1148 1188
214,442 528 813 924 947 1107 1148
34 124 141 142 148 308,419 442 528 582 650 671 672 701 786 813 924 935 947 1026 1093 1136
357,528 813 897 914 947
357,650 813
34 124 141 142 148 308 341,419 442 672 701 786 813 924 947 1026 1093 1136
99 314,422 425 528 650 657 707 813 935 947 1002 1006 1163
